poi_name,poi_latitude,poi_longitude,poi_rating,poi_price,poi_category,tel,poi_address,distance,source,nearest_bike_station,distance_to_nearest_station,bike_station_name,bike_station_latitude,bike_station_longitude,number_of_bikes
Güzelyalı Dürümcüsü,38.397997,27.080824,4.0,Unknown,"['Turkish', 'Kebab']",902322249991.0,"36. Sok. No: 1, Karakol Karşısı, 45000 İzmir, Turkey",1192.5437029321515,yelp,Göztepe Köprü,288.0161626859807,Göztepe Köprü,38.3992000613,27.0837509082,30
The Winston Brasserie,38.398146,27.0833632,4.6,1.0,"['Brasseries', 'Fast Food']",902322463044.0,"Mithatpaşa Cad. No:1130, Güzelyalı, 35290 İzmir, Turkey",532.761142695756,yelp,Göztepe Köprü,121.97903129577544,Göztepe Köprü,38.3992000613,27.0837509082,30
Seas Tea,38.398734,27.083449,5.0,Unknown,"['Bars', 'Cafes', 'Coffee & Tea']",,"Güzelyalı Mah., Otopark İç Yolu No:719, 35290 İzmir, Turkey",507.7861425015445,yelp,Göztepe Köprü,58.1196123056252,Göztepe Köprü,38.3992000613,27.0837509082,30
Cafe Levent,38.3974826,27.0856024,4.3,1.0,"['Cafes', 'Coffee & Tea']",902322245330.0,"Mithatpaşa Cad. No:1054, Güzelyalı, 35290 İzmir, Turkey",738.3926024308179,yelp,Göztepe Köprü,250.00791562600278,Göztepe Köprü,38.3992000613,27.0837509082,30
Avni,38.3987243883523,27.0837328695976,1.0,Unknown,"['Coffee & Tea', 'Bistros', 'Cafes']",905307602535.0,"Mithatpaşa Cad. No:1130, 35290 İzmir, Turkey",530.6734775465465,yelp,Göztepe Köprü,52.91584728082965,Göztepe Köprü,38.3992000613,27.0837509082,30
Mani'nin Mutfağı,38.3933035,27.0891766,5.0,Unknown,"['Food Delivery Services', 'Turkish', 'Italian']",902322788807.0,"Esenyalı Mah., 52/72 Sok. No:36/1, 35150 İzmir, Turkey",1262.052136924376,yelp,Göztepe Köprü,808.3774544444874,Göztepe Köprü,38.3992000613,27.0837509082,30
Sanita Pizza Burger,38.398233,27.085825,3.7,2.0,['Pizza'],902322242934.0,"Mustafa Kemal Sahil Bulv., No: 679, İzmir, Turkey",719.7364282929459,yelp,Göztepe Köprü,210.3144455689983,Göztepe Köprü,38.3992000613,27.0837509082,30
Blue Vela Restoran,38.398313,27.084348,4.0,2.0,['Seafood'],902329999771.0,"Mustafa Kemal Sahil Bulvarı, 40/1 Sokak, Göztepe Vapur İskeleri Karşısı, 35260 İzmir, Turkey",111.51958824280248,yelp,Göztepe Köprü,111.51986946947525,Göztepe Köprü,38.3992000613,27.0837509082,30
Buzz 35 Bistro,38.3974726,27.085745,4.0,2.0,"['Bars', 'Turkish']",905069799370.0,"Mithatpaşa Cad. No:1056 / B, Güzelyalı, 35290 İzmir, Turkey",259.025267914534,yelp,Göztepe Köprü,259.02592111495227,Göztepe Köprü,38.3992000613,27.0837509082,30
Arzu Pide Salonları,38.393092,27.085641,3.3,1.0,['Turkish'],902322243055.0,"Hıfsızsıhha Mah. İnönü Cad., No: 665/A, İzmir, Turkey",698.8728818659224,yelp,Göztepe Köprü,698.874644251804,Göztepe Köprü,38.3992000613,27.0837509082,30
Siesta Cafe,38.398234,27.083353,3.8,2.0,"['Coffee & Tea', 'Cafes']",902322475124.0,"Mithat Paşa Cad. No: 1132, 35290 İzmir, Turkey",112.87893006958384,yelp,Göztepe Köprü,112.87921472054889,Göztepe Köprü,38.3992000613,27.0837509082,30
Nergiz Hanımın Mutfağı,38.3969,27.086511,4.0,Unknown,['Turkish'],902322482258.0,"Güzelyalı Mah., 57 Sok. No. 2/1-B Konak, 35290 İzmir, Turkey",351.0902342880108,yelp,Göztepe Köprü,351.0911196539212,Göztepe Köprü,38.3992000613,27.0837509082,30
Sultan İnegöl Köftecisi,38.3973345,27.0884713,4.0,Unknown,['Meatballs'],902322247211.0,"Göztepe Mah., 77 Sok. No:2/A-B, 35290 İzmir, Turkey",460.7021272469013,yelp,Göztepe Köprü,460.70328902801623,Göztepe Köprü,38.3992000613,27.0837509082,30
Charleston Cake & More,38.402033,27.09499,4.55,2.0,Café,0530 445 39 92,"Mithatpaşa Cad No: 850/1 Göztepe - Konak, İzmir",178.0,foursquare,Susuzdede,171.7510671375403,Susuzdede,38.4021639086,27.0930261205,15
Enfes Seyler Cafe & Bistro,38.40229,27.095587,4.4,2.0,Café,(0232) 453 17 97,"Mithatpasa Cad No: 739/C Konak (Mithatpaşa Caddesi No:739/C), 35290 İzmir",215.0,foursquare,Susuzdede,223.59551198709633,Susuzdede,38.4021639086,27.0930261205,15
Tuzu Biberi Mangal,38.400663,27.092393,3.8,2.0,Turkish,(0232) 224 95 00,"Mithat Paşa Cad No: 888/A, Güzelyalı (Mustafa Kemal Sahil Bulvarı), İzmir",161.0,foursquare,Susuzdede,175.77632323557472,Susuzdede,38.4021639086,27.0930261205,15
Cafe Villa Fırat,38.40087,27.094707,4.15,2.0,Café,(0232) 232 89 09,İzmir,218.0,foursquare,Susuzdede,205.31656039579326,Susuzdede,38.4021639086,27.0930261205,15
Pizza Venedik Express,38.402508,27.095872,4.1,2.0,Pizza,(0232) 243 17 17,"Mithat Paşa Cad, No: 836 / A, Güzelyalı, 35290 İzmir",231.0,foursquare,Susuzdede,250.92428464826799,Susuzdede,38.4021639086,27.0930261205,15
Retro Cafe 29 May,38.402681,27.095932,4.05,2.0,Café,0555 852 50 05,"Mithatpaşa Cad 882/1-a Küçükyalı (Mithatpaşa), İzmir",265.0,foursquare,Susuzdede,259.66413054920633,Susuzdede,38.4021639086,27.0930261205,15
Göztepe Kokoreççisi,38.399584,27.091721,4.0,Unknown,Kokoreç Restaurant,(0232) 247 33 00,"Mithatpaşa Cad No:918, İzmir",296.0,foursquare,Susuzdede,308.59495376234077,Susuzdede,38.4021639086,27.0930261205,15
Gurme Peynircim,38.402978,27.096842,4.05,2.0,Deli,,"Mithatpasa Cad No:824 /A Sadikbey Goztepe, İzmir",338.0,foursquare,Susuzdede,344.6164756996576,Susuzdede,38.4021639086,27.0930261205,15
Muzom Restoran,38.399042,27.090965,4.25,Unknown,BBQ,(0232) 248 38 38,"Mithatpasa Cad No:956 Sahil Tarafi Goztepe Konak, 35290 İzmir",371.0,foursquare,Susuzdede,390.85381539321656,Susuzdede,38.4021639086,27.0930261205,15
Burger Attack,38.399036,27.09009,4.3,2.0,Burgers,(0232) 246 03 02,"Mithatpaşa Cad No: 974/A, 35290 Konak",431.0,foursquare,Susuzdede,431.7808350602391,Susuzdede,38.4021639086,27.0930261205,15
Ora Lahmacun,38.399129,27.091337,4.3,1.0,"['Kebab', 'Lahmacun', 'Pita']",902322444244.0,"Göztepe Mah., Mithat Paşa Cad. No:856 D:1/A, 35320 İzmir, Turkey",661.1269266246096,yelp,Susuzdede,368.1709360617219,Susuzdede,38.4021639086,27.0930261205,15
Nail Gurme Şarküteri,38.3998299,27.0922794,4.0,Unknown,['Delis'],902322241795.0,"Göztepe Mah. Mithat Paşa Cad., No: 891/A, 35290 İzmir, Turkey",411.4639097249203,yelp,Susuzdede,267.563323680045,Susuzdede,38.4021639086,27.0930261205,15
Balıkçım,38.399097,27.091395,3.8,Unknown,['Seafood'],902322246715.0,"Göztepe Mah., Mithat Paşa Cad. No: 944 / G, 35370 İzmir, Turkey",666.2327525899374,yelp,Susuzdede,369.461404514311,Susuzdede,38.4021639086,27.0930261205,15
Macır Köfte,38.399248,27.091058,5.0,Unknown,['Meatballs'],902324155155.0,"Göztepe Mah., 95. Sok. No:1/1A, 35290 İzmir, Turkey",636.7884152118556,yelp,Susuzdede,366.8002729048583,Susuzdede,38.4021639086,27.0930261205,15
Kırçiçeği,38.402172,27.095546,5.0,Unknown,['Turkish'],902322433377.0,"Göztepe Mah., Mithat Paşa Cad. No: 741/ A, 35290 İzmir, Turkey",219.58420936195927,yelp,Susuzdede,219.5847630982691,Susuzdede,38.4021639086,27.0930261205,15
Göz Göz Döner,38.4019272,27.0951745,4.0,2.0,['Turkish'],,"Mithatpaşa Caddesi No: 838 Göztepe Konak, 35290 İzmir, Turkey",189.0513897879269,yelp,Susuzdede,189.05186652797738,Susuzdede,38.4021639086,27.0930261205,15
Köylü Kardeşler,38.3995705,27.092289,3.8,2.0,['Delis'],902322462861.0,"Göztepe Mah., Mithat Paşa Cad. No: 821/ A, 35290 İzmir, Turkey",178.81966958914174,yelp,Susuzdede,295.44159843073123,Susuzdede,38.4021639086,27.0930261205,15
Chıcky Döner,38.402437,27.095986,4.0,Unknown,['Turkish'],902322204464.0,"Mithat Paşa Cad., No: 834, 35280 İzmir, Turkey",259.70492730296945,yelp,Susuzdede,259.7055822138586,Susuzdede,38.4021639086,27.0930261205,15
Güzelyalı Köftecisi Erdal Usta,38.4001115,27.0924162,4.0,1.0,['Meatballs'],905534366415.0,"Mithatpaşa Cad. Göztepe, 35290 İzmir, Turkey",234.32438905431468,yelp,Susuzdede,234.32497996338657,Susuzdede,38.4021639086,27.0930261205,15
Muzom Restaurant Cafe Bar,38.3988017,27.090974,3.0,2.0,['Turkish'],902322483838.0,"Mithatpaşa Cad.  No. 956, Göztepe, 35290 İzmir, Turkey",414.4274746456425,yelp,Susuzdede,414.4285197306533,Susuzdede,38.4021639086,27.0930261205,15
Orkinos Restaurant,38.405404,27.098609,4.15,3.0,Seafood,(0232) 244 46 06,İzmir,88.0,foursquare,Köprü,91.62720339853904,Köprü,38.4062155783,27.0987910553,15
No Ondört Coffee,38.403761,27.099385,4.25,2.0,Café,,"Ayşe Mayda Sok No:14, Konak",274.0,foursquare,Köprü,277.8005624836403,Köprü,38.4062155783,27.0987910553,15
Petunya Cafe,38.404444,27.100676,4.0,2.0,Café,0530 766 05 20,"129 Sok No: 12/A (Mithatpaşa Caddesi), 35000 Konak",256.0,foursquare,Köprü,256.48112897790367,Köprü,38.4062155783,27.0987910553,15
Bulut Fırın,38.403913,27.102455,4.55,1.0,Bakery,(0232) 243 18 10,"137 Sok No: 36, Konak",408.0,foursquare,Köprü,409.2478225104878,Köprü,38.4062155783,27.0987910553,15
Küçükyalı Gevrek Fırını,38.406886,27.103158,4.4,1.0,Bakery,(0232) 232 12 82,"Mithat Paşa Cad No:569 Küçükyalı, İzmir",409.0,foursquare,Köprü,387.74723037174135,Köprü,38.4062155783,27.0987910553,15
Café La Dose,38.407367,27.103952,4.5,2.0,Café,,İzmir,455.0,foursquare,Köprü,467.5680676059537,Köprü,38.4062155783,27.0987910553,15
Pizza Locale - Mustafa Kemal Sahil,38.407335,27.103751,4.4,2.0,Pizza,(0232) 232 10 00,"Mustafa Kemal Sahil BLV. No:351, 35280 İzmir",451.0,foursquare,Köprü,449.751249877872,Köprü,38.4062155783,27.0987910553,15
Kafe Köşk,38.4055786,27.0984859,3.0,Unknown,"['Cafes', 'Coffee & Tea']",,"Mustafa Kemal Sahil Bulv. No:435, Küçükyalı, 34865 İzmir, Turkey",603.7437268730476,yelp,Köprü,75.65547868959035,Köprü,38.4062155783,27.0987910553,15
Calypso Cafe,38.4044570391798,27.0973072135962,4.0,Unknown,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']",902322443463.0,"Mustafa Kemal Sahil Blv. No:457, 35280 İzmir, Turkey",451.86530444834256,yelp,Köprü,234.42242340166717,Köprü,38.4062155783,27.0987910553,15
Kebire Ana,38.4060097,27.1031494,5.0,Unknown,['Cafeteria'],902322319610.0,"141. Sok. Goztepe, 35280 İzmir, Turkey",736.5882490058451,yelp,Köprü,380.4558719431443,Köprü,38.4062155783,27.0987910553,15
Meşhur Kuyum Pide,38.401461,27.10635,4.4,Unknown,['Pita'],902322328987.0,"İnönü Cad. No: 297/B, Karabağlar, 35150 İzmir, Turkey",844.6035942020375,yelp,Köprü,844.6057240854764,Köprü,38.4062155783,27.0987910553,15
Nokta Balık Pişiricisi,38.401062,27.106487,4.0,Unknown,['Seafood'],902322327277.0,"234. Sok. No: 2/B, Hatay, 35100 İzmir, Turkey",882.1037032771947,yelp,Köprü,882.1059277266754,Köprü,38.4062155783,27.0987910553,15
Karma,38.4036217,27.0970287,4.4,2.0,"['Coffee & Tea', 'Cafes']",902322446622.0,"Göztepe Mah., Mithat Paşa Cad. No: 816/A, 35280 İzmir, Turkey",305.0639858312392,yelp,Köprü,326.7605262390735,Köprü,38.4062155783,27.0987910553,15
Çekirdek Kahve,38.4031,27.100085,3.0,Unknown,"['Coffee & Tea', 'Cafes']",,"Küçükyalı, 35280 İzmir, Turkey",364.3221870201808,yelp,Köprü,364.32310575152803,Köprü,38.4062155783,27.0987910553,15
Waffle Home Cafe,38.4011075077523,27.1066694338375,4.0,Unknown,"['Cafes', 'Coffee & Tea']",,"234 Sok., 35030 İzmir, Turkey",891.0144758347595,yelp,Köprü,891.016722755021,Köprü,38.4062155783,27.0987910553,15
Papağan Cafe,38.4034882,27.1009502,4.0,1.0,"['Coffee & Tea', 'Cafes']",902324468572.0,"Çankaya Mah., A Blok SSK Konak Tesisleri No: 5 D: D1-K K: Zemin, İzmir, Turkey",305.0639858312392,yelp,Köprü,356.8900763991156,Köprü,38.4062155783,27.0987910553,15
Tulumbalı Meyhane,38.40924,27.110555,3.95,Unknown,Meyhane,,"Mithatpaşa Cad No:540 Küçükyalı, İzmir",138.0,foursquare,Karantina,138.54830620716487,Karantina,38.4090090197,27.1089924616,15
Tulumbalı Meyhane Cümbüşşş,38.409503,27.113063,4.05,Unknown,Meyhane,,"Mithatpaşa Cad No:488/A, İzmir",349.0,foursquare,Karantina,358.90109290468644,Karantina,38.4090090197,27.1089924616,15
Aran Pide Salonu,38.407266,27.105532,4.25,2.0,Pide,(0232) 244 36 75,"Mithat Paşa Cad No:517/B Küçükyalı (Mithatpasa Caddesi), 35280 Konak",379.0,foursquare,Karantina,358.43966663250205,Karantina,38.4090090197,27.1089924616,15
İlk Adresim Restaurant,38.409475,27.113501,3.85,Unknown,Meyhane,0507 772 35 00,Konak,384.0,foursquare,Karantina,396.2391111505525,Karantina,38.4090090197,27.1089924616,15
Sahil Restaurant,38.407624,27.1041991,3.0,3.0,['Seafood'],902324836071.0,"Mitahatpaşa Mah., Mustafa Kemal Sahil Bulv.No 225  Küçükyalı, 35280 İzmir, Turkey",496.5687692072848,yelp,Karantina,445.1488088384485,Karantina,38.4090090197,27.1089924616,15
Alabi Restorant,38.3988,27.108747,4.0,Unknown,['Turkish'],902322565200.0,"Ali Rıza Avani  Bulv., Gazeteci Hasan Tahsin Cd. Bahçelievler, 35150 İzmir, Turkey",1196.903255625388,yelp,Karantina,1135.3942866433933,Karantina,38.4090090197,27.1089924616,15
İzmirspor Lokantası,38.403034,27.108461,4.0,1.0,['Turkish'],902322312140.0,"233 Sok. No: 6/ A, 35100 İzmir, Turkey",913.8650587934058,yelp,Karantina,666.0047732925208,Karantina,38.4090090197,27.1089924616,15
Girit Sofrası,38.40928,27.111763,3.5,1.0,['Turkish'],902322343484.0,"Mithat Paşa Cad., No: 395/A, Türkiye İş Bankası Yanı, İzmir, Turkey",243.27472298584763,yelp,Karantina,243.275336464732,Karantina,38.4090090197,27.1089924616,15
Ege Lokantası,38.4038391,27.1085091,4.0,Unknown,['Turkish'],902322321272.0,"Murat Reis Mh., 177 Sok. No:94 /A Konak, 35280 İzmir, Turkey",674.7792497111199,yelp,Karantina,576.4104660676071,Karantina,38.4090090197,27.1089924616,15
Ehli Keyif Restaurant,38.40919,27.11344,3.0,Unknown,"['Turkish', 'Kebab']",902324897990.0,"Mithat Paşa Cad., No: 488/A, 35110 İzmir, Turkey",388.0436178861549,yelp,Karantina,388.04459643653286,Karantina,38.4090090197,27.1089924616,15
Sembol Pide & Kebap,38.411649,27.121998,3.75,Unknown,Pide,(0232) 482 03 15,"Mithatpaşa Cad No:61/A Karataş Göztepe, İzmir",148.0,foursquare,Karataş,163.36227815947578,Karataş,38.4116478229,27.1201230494,15
Meşhur Acarlar Unlu Mamülleri Gıda,38.410146,27.12058,3.85,1.0,Bakery,(0232) 483 97 99,"Mithatpaşa Cad, No:133 Karataş, 35260 Konak",185.0,foursquare,Karataş,171.67583069548587,Karataş,38.4116478229,27.1201230494,15
Karataş Ekmek Ve Unlu Mamülleri,38.409855,27.119582,3.95,1.0,Bakery,(0232) 446 76 89,"Mithat Paşa Cad No: 165/A, Konak Merkez, İzmir",214.0,foursquare,Karataş,204.85112624894268,Karataş,38.4116478229,27.1201230494,15
Eye Opia,38.409433,27.120624,4.0,2.0,Café,0539 214 76 07,"Karataş 305 Sok No:37/A Barbaros Sok (Mithatpaşa Cad.), İzmir",253.0,foursquare,Karataş,250.11538508638753,Karataş,38.4116478229,27.1201230494,15
Asansir Cafe & Souvenir,38.40928,27.117499,4.15,2.0,Café,0555 560 27 92,"Mithatpaşa Cad Dario Moreno Sok No: 1 Karataş, İzmir",344.0,foursquare,Karataş,348.70517574802346,Karataş,38.4116478229,27.1201230494,15
Frida Cafe,38.409296,27.117236,4.2,2.0,Café,0545 342 09 75,"Turgut Reis, Dario Moreno Sok No:1 (Şht. Nihat Bey Cad.), 35000 Konak",350.0,foursquare,Karataş,362.85689260111366,Karataş,38.4116478229,27.1201230494,15
Taş Ev,38.409112,27.117351,4.1,2.0,Café,,"Dario Moreno Sok, Konak",370.0,foursquare,Karataş,371.27378767220813,Karataş,38.4116478229,27.1201230494,15
Asansör Teras Cafe & Bar,38.408619,27.117471,4.1,2.0,Café,(0232) 293 47 77,"Şehit Nihat Bey Cad (Karataş), 35280 Konak",408.0,foursquare,Karataş,408.4399566832483,Karataş,38.4116478229,27.1201230494,15
Ergök Döner,38.405558,27.121261,4.5,Unknown,Doner,(0232) 255 39 20,"İnönü Cad, No: 160 / B Hatay, Karabağlar",633.0,foursquare,Karataş,684.379036793856,Karataş,38.4116478229,27.1201230494,15
Asansör Restoran,38.408679,27.117661,4.0,2.0,['French'],902322612662.0,"Turgut Reis Mah., Şehit Nihatbey Cd. No:76/A, 03500 İzmir, Turkey",756.1978145496915,yelp,Karataş,393.69658427347105,Karataş,38.4116478229,27.1201230494,15
Egeli Restoran,38.4111684,27.1202813,4.5,Unknown,['Turkish'],902322483797.0,"Mustafa Kemal Sahil Bulv., Cad. No: 751 Güzelyalı, 35100 İzmir, Turkey",1012.4852353611632,yelp,Karataş,55.063735027013685,Karataş,38.4116478229,27.1201230494,15
Kırkmerdiven,38.4092021017084,27.1189077571034,4.0,2.0,"['Coffee & Tea', 'Cafes']",902324820073.0,"Karatas Mah. Mithatpasa Cad., 305 Sok. No:59/ A, 35280 İzmir, Turkey",864.20290983196,yelp,Karataş,291.839709716836,Karataş,38.4116478229,27.1201230494,15
Öz Urfa Cemal Usta,38.401833,27.118144,5.0,Unknown,['Turkish'],902322286666.0,"Ali Rıza Avni Bulv. No: 4, 35370 İzmir, Turkey",1128.0938235897663,yelp,Karataş,1104.899850984131,Karataş,38.4116478229,27.1201230494,15
Asansir Cafe,38.409125,27.117429,4.0,Unknown,"['Cafes', 'Coffee & Tea']",902320000000.0,"Dario Moreno Sok., Karataş, 35100 İzmir, Turkey",735.2031248516764,yelp,Karataş,365.7790905309684,Karataş,38.4116478229,27.1201230494,15
Cafehane,38.409778,27.120008,3.8,Unknown,"['Coffee & Tea', 'Cafes']",902322346210.0,"Mithat Paşa Cad., No: 172, 35110 İzmir, Turkey",963.59962989825,yelp,Karataş,208.1566240540551,Karataş,38.4116478229,27.1201230494,15
Dilek & Sena Büfe,38.411503,27.125547,4.0,Unknown,"['Buffets', 'Fast Food']",,"394. Sk No: 103, Foça, 35100 İzmir, Turkey",472.85596950303255,yelp,Karataş,472.85716193263175,Karataş,38.4116478229,27.1201230494,15
Ottoman Nargile Atölyesi,38.4149348,27.1228523,4.0,2.0,"['Cafes', 'Coffee & Tea']",905543469793.0,"Mustafa Kemal Sahil Bulvarı, No: 1146 / 1A Güzelyalı / Konak, 35260 İzmir, Turkey",436.03977683244966,yelp,Karataş,436.04087641950304,Karataş,38.4116478229,27.1201230494,15
Karataş Meze Evi,38.4109192,27.1214294,3.0,Unknown,['Delis'],902324890489.0,"Karataş Mithat Paşa Cad., No: 334/A, İzmir, Turkey",164.63638015702838,yelp,Karataş,139.71193745209052,Karataş,38.4116478229,27.1201230494,15
Karataş Pide,38.4110754409991,27.1215341621801,4.0,Unknown,['Pita'],902324452627.0,"Mithatpaşa Cad. No:81/A, Karataş, 35260 Izmir, Turkey",138.44565053066898,yelp,Karataş,138.4459996591657,Karataş,38.4116478229,27.1201230494,15
Çöpçüm,38.4045821015806,27.128772425756,5.0,1.0,['Barbeque'],902322284228.0,"Zafertepe Mah., Eşrefpaşa Cad. No:417, Konak, 35270 İzmir, Turkey",1088.696597507112,yelp,Karataş,1088.6993429343372,Karataş,38.4116478229,27.1201230494,15
Göz Göz Cafe,38.409783191222,27.1193254094133,3.5,Unknown,"['Cafes', 'Coffee & Tea']",,"Mithatpaşa Cad., İzmir, Turkey",218.67503427785425,yelp,Karataş,218.67558572128948,Karataş,38.4116478229,27.1201230494,15
Eti Çorbacısı,38.4050359109842,27.1219361587524,4.7,Unknown,['Soup'],,"Bahçelievler Mh., 35150 İzmir, Turkey",751.9920674263697,yelp,Karataş,751.9939637658239,Karataş,38.4116478229,27.1201230494,15
Ebabil,38.4059469,27.1209043,4.7,Unknown,"['Turkish', 'Bakeries']",,"Ali Rıza Avni Bulv. No:14/A, Bahçelievler, Üçyol, 35110 İzmir, Turkey",637.5574352167362,yelp,Karataş,637.559042979563,Karataş,38.4116478229,27.1201230494,15
Cevatın Yeri Sahne Cafe,38.414801,27.12348,3.9,2.0,Café,,İzmir,471.0,foursquare,Konak Metro ,403.60907601979045,Konak Metro ,38.416539,27.127547,20
Çaykovski,38.417869,27.129058,4.2,1.0,Café,(0232) 483 01 34,"31. Sokak, Konak",262.0,foursquare,Konak Metro ,197.99187388548006,Konak Metro ,38.416539,27.127547,20
Konak Subay Orduevi Kahve'Nin Âlâsı,38.415298,27.124938,3.7,2.0,Café,,Konak,396.0,foursquare,Konak Metro ,265.91343039665685,Konak Metro ,38.416539,27.127547,20
Tarihi Kemeraltı Börekçisi,38.418298,27.131823,4.1,1.0,Bakery,,Konak,471.0,foursquare,Konak Metro ,420.75785723505237,Konak Metro ,38.416539,27.127547,20
Boyoz Cafe,38.41349,27.126529,3.6,2.0,Café,,"Konak, İzmir",350.0,foursquare,Konak Metro ,350.44310982206844,Konak Metro ,38.416539,27.127547,20
Gümüş Salon,38.41536,27.124899,3.05,2.0,Breakfast,,Unknown,263.0,foursquare,Konak Metro ,265.3507002745847,Konak Metro ,38.416539,27.127547,20
Konak Ödemiş Köftecisi,38.4160101548132,27.1300250094177,4.8,1.0,['Meatballs'],,"Konak katli  Otopark Yanı, Konak, 35920 İzmir, Turkey",989.7341335027376,yelp,Konak Metro ,223.757613430731,Konak Metro ,38.416539,27.127547,20
Doyuran Manisa Kebap Salonu,38.419173,27.132647,4.8,Unknown,"['Turkish', 'Kebab']",902324251263.0,"Kemeraltı Mah., 866 Sok. No:14, 35250 İzmir, Turkey",541.9847504049403,yelp,Konak Metro ,532.1677138704854,Konak Metro ,38.416539,27.127547,20
Billur Et Lokantası Fırın Yemekleri,38.419028,27.13391,5.0,1.0,['Turkish'],902324450524.0,"Kemeraltı Mevki, 873 Sok. No: 78 Konak, İzmir, Turkey",650.8577815543491,yelp,Konak Metro ,619.6019019952315,Konak Metro ,38.416539,27.127547,20
Tarihi Kemeraltı Lokantası,38.418319,27.131019,4.0,1.0,"['Turkish', 'Kebab']",902324255393.0,"Anafartalar Cad., Veysel Çıkmazı No: 47/A, 35700 İzmir, Turkey",361.48713736805416,yelp,Konak Metro ,361.4880489532831,Konak Metro ,38.416539,27.127547,20
Cafe Antre,38.417779,27.129216,4.0,Unknown,['Fast Food'],902324468180.0,"Çobanoğlu Zeki Bey Cad., No: 7/C, İzmir, Turkey",200.3855893408337,yelp,Konak Metro ,200.38609466743483,Konak Metro ,38.416539,27.127547,20
Osmanlı,38.418724,27.125827,3.75,2.0,Café,,"Mustafa Kemal Sahil Bul, İzmir",43.0,foursquare,Konak İskele,54.31609040004842,Konak İskele,38.4187847458,27.1264456215,38
Rıhtım Cafe,38.418718,27.125915,3.2,2.0,Café,,"Konak Vapur İskelesi Yanı, Konak",32.0,foursquare,Konak İskele,46.819866489667895,Konak İskele,38.4187847458,27.1264456215,38
Alsancak Unlu Mamuller,38.41876,27.126046,3.0,1.0,Bakery,,"Konak Vapur İskelesi, Konak",34.0,foursquare,Konak İskele,34.92368258989705,Konak İskele,38.4187847458,27.1264456215,38
Cimbomlu Meşhur Söğüşçü,38.419221,27.131919,4.35,1.0,Fast Food,(0232) 445 64 82,"855 Sok, No: 13 / A, 35250 Konak",454.0,foursquare,Konak İskele,479.3015396049288,Konak İskele,38.4187847458,27.1264456215,38
Komposto Turk Mutfagi,38.420914,27.132207,4.55,1.0,Turkish Home Cooking,(0232) 483 21 83,"861 Sok No: 46 Kemeralti, 35250 Konak",548.0,foursquare,Konak İskele,554.9642727940536,Konak İskele,38.4187847458,27.1264456215,38
L’Aura Kitchen & Bar,38.423406,27.127362,4.1,3.0,Italian,0530 391 35 35,"Ataturk Cad No:19 Konak Pier Avm (Atatürk Caddesi No:19/S), 35210 İzmir",523.0,foursquare,Konak İskele,520.0250969914938,Konak İskele,38.4187847458,27.1264456215,38
Mask Cafe&Bar,38.41885,27.12872,4.0,Unknown,"['Coffee & Tea', 'Bars', 'Cafes']",,"876 Sok. 52 Kemeraltı, İzmir, Turkey",1096.5206521876344,yelp,Konak İskele,198.27705404710437,Konak İskele,38.4187847458,27.1264456215,38
Kemer 6 Balıkevi,38.4212683,27.1323454,4.6,2.0,['Seafood'],902324452192.0,"861 Sok. 1, Kemeraltı, 35920 İzmir, Turkey",583.471221085365,yelp,Konak İskele,583.4726924570276,Konak İskele,38.4187847458,27.1264456215,38
Yüzde Yüz Cafe,38.421868,27.129374,4.0,3.0,"['Coffee & Tea', 'Steakhouses', 'Cafes']",902324414338.0,"Atatürk Cad., Konak Pier Alışveriş Mrk. No: 19 D: 4 K: 4, İzmir, Turkey",427.3454383179415,yelp,Konak İskele,427.34651597841713,Konak İskele,38.4187847458,27.1264456215,38
Engelliler Merkezi Kafeteryası,38.41885,27.12872,4.8,1.0,"['Cafes', 'Coffee & Tea']",902322598922.0,"Bahçelerarası Mah., Bakü Bulv. İnciraltı, İzmir, Turkey",198.27655404153023,yelp,Konak İskele,198.27705404710437,Konak İskele,38.4187847458,27.1264456215,38
Mandolin Cafe,38.422723,27.129234,4.0,2.0,['Cafes'],902324833902.0,"Konak Mah., Atatürk Cad. No:19 D:1, 35250 İzmir, Turkey",500.77615855904105,yelp,Konak İskele,500.7774213936287,Konak İskele,38.4187847458,27.1264456215,38
Adabeyi Balık Restaurant,38.421868,27.129374,4.7,Unknown,['Seafood'],902324820470.0,"Konak Pier AVM, Atatürk Cad. No:19 D:1 K:Giriş, 35210 İzmir, Turkey",427.3454383179415,yelp,Konak İskele,427.34651597841713,Konak İskele,38.4187847458,27.1264456215,38
Mavra Restaurant,38.41885,27.12872,4.3,Unknown,"['Turkish', 'Seafood']",902323308855.0,"Cemal Gürsel Cad. No: 506 İnci Apt., Bostanlı, İzmir, Turkey",198.27655404153023,yelp,Konak İskele,198.27705404710437,Konak İskele,38.4187847458,27.1264456215,38
Meşhur Balık Pişiricisi,38.421244,27.130793,5.0,Unknown,['Seafood'],902324841060.0,"853 Sok. No: 35/ C, 35920 İzmir, Turkey",467.14039939724864,yelp,Konak İskele,467.1415774111094,Konak İskele,38.4187847458,27.1264456215,38
